Country Name,Country Code,Indicator Name,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Myanmar,MMR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",0.742,0.753,0.749,0.766,1.043,1.356,0.767,0.407,1.476,4.34,2.83
Middle East & North Africa (excluding high income),MNA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",12.021665802024462,11.765503191935531,11.909549015623147,12.367528255749633,12.516615015082126,12.71769957864613,12.263599606296523,11.49908453414334,12.054384526606603,11.70537219511535,11.177743750180898
Montenegro,MNE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",19.808,19.585,18.054,17.555,17.732,16.082,15.19,15.128,17.878,16.543,15.288
Mongolia,MNG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.905,4.231,4.798,4.861,7.235,6.359,5.377,9.269,6.594,7.747,6.211
Northern Mariana Islands,MNP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",,,,,,,,,,,
Mozambique,MOZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.305,3.338,3.378,3.426,3.48,3.543,3.602,3.632,3.877,3.984,3.621
Mauritania,MRT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",9.865,9.931,10.03,10.109,10.286,10.336,10.438,10.416,11.01,11.068,10.602
Mauritius,MUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",7.472,7.322,7.467,7.41,6.814,6.752,6.427,6.331,8.627,7.719,6.322
Malawi,MWI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.951,4.978,4.966,4.95,5.003,5.033,5.003,4.949,5.681,5.585,5.051
Malaysia,MYS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.1,3.16,2.88,3.1,3.44,3.41,3.3,3.26,4.54,4.64,3.93
North America,NAC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",7.995439224523758,7.349603871272836,6.261482663204966,5.461802756489347,5.10547669523075,4.5815961981045215,4.108738076370304,3.8924119409164533,8.23128983545338,5.592996056941507,3.8337483513299104
Namibia,NAM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",16.771,19.028,18.521,20.799,23.352,21.739,19.877,19.945,20.966,20.877,19.748
New Caledonia,NCL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",14.053,14.348,14.59,13.637,12.714,11.676,11.702,10.881,13.558,12.537,11.291
Niger,NER,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.177,1.4,0.524,0.558,0.555,0.564,0.546,0.544,0.62,0.819,0.552
Nigeria,NGA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.76,3.711,3.903,4.137,4.498,4.826,5.065,5.206,5.712,5.393,3.827
Nicaragua,NIC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",5.208,5.28,4.52,4.7,3.9,3.3,5.2,5.47,6.167,6.064,4.978
Netherlands,NLD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",5.821,7.243,7.416,6.873,6.006,4.839,3.831,3.38,3.819,4.21,3.524
Norway,NOR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.123,3.423,3.484,4.296,4.679,4.162,3.8,3.687,4.422,4.369,3.233
Nepal,NPL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",10.654,10.667,10.647,10.655,10.684,10.66,10.63,10.578,13.157,12.315,10.922
Nauru,NRU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",,,,,,,,,,,
New Zealand,NZL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",6.931,5.839,5.428,5.415,5.147,4.736,4.335,4.109,4.595,3.776,3.297
OECD members,OED,"Unemployment, total (% of total labor force) (modeled ILO estimate)",8.085400068979158,7.974793702605558,7.401891510066783,6.8522235990424125,6.43543073237329,5.90735032407124,5.469515082084013,5.38904353838096,7.141510556358449,6.193801305753287,4.9841750247230445
Oman,OMN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.727,3.516,3.43,3.392,3.266,2.524,1.8,2.052,2.94,1.9,1.514
Other small states,OSS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",9.3646306824871,9.557106660224157,9.28835108260616,8.889626812667771,8.570337299894579,8.215443126144784,7.842841228606077,7.558972423283129,9.120840490892256,8.7356119554679,8.274026602398246
Pakistan,PAK,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.667,2.954,1.827,3.566,2.286,3.193,4.083,4.83,6.162,6.338,5.548
Panama,PAN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.717,3.707,4.415,4.37,4.758,5.395,5.218,6.332,14.183,10.453,8.202
Peru,PER,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.238,3.575,3.208,3.272,3.741,3.691,3.492,3.379,7.179,5.097,3.85
Philippines,PHL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.504,3.497,3.6,3.068,2.695,2.552,2.338,2.237,2.522,3.398,2.598
Palau,PLW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",,,,,,,,,,,
Papua New Guinea,PNG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.627,2.682,2.524,2.487,2.453,2.544,2.604,2.599,2.814,2.906,2.689
Poland,POL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",10.088,10.326,8.99,7.501,6.161,4.888,3.846,3.277,3.162,3.363,2.886
Pre-demographic dividend,PRE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",5.180993274127658,5.02917853484085,5.0136746413897155,5.101920425639722,5.1886831437827015,5.465333638580609,5.458514755174082,5.516092815985938,6.0427277462795805,5.883609005764374,5.219427611343115
Puerto Rico,PRI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",14.5,14.3,13.9,12.0,11.8,10.8,9.2,8.3,8.89,7.9,6.0
"Korea, Dem. People's Rep.",PRK,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.92,2.93,2.883,2.902,2.925,2.846,2.784,2.838,3.029,3.134,2.965
Portugal,PRT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",15.531,16.188,13.897,12.447,11.068,8.869,6.994,6.464,6.796,6.577,6.011
Paraguay,PRY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.086,4.385,5.034,4.556,5.255,6.138,6.217,6.595,7.548,7.311,6.755
West Bank and Gaza,PSE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",19.202,19.894,20.527,23.005,23.939,25.677,26.256,25.34,25.895,26.39,24.42
Pacific island small states,PSS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.5757770470143337,3.4725043848334884,3.4610386676446576,3.460482006644828,3.466241893561767,3.4841882909362862,3.4916362514950547,3.5185142769095683,3.505812806663355,3.6047441565557405,3.830678887375981
Post-demographic dividend,PST,"Unemployment, total (% of total labor force) (modeled ILO estimate)",8.08177598959486,7.9659645786129065,7.4412026595341185,6.867856298787253,6.404373020060303,5.836398333371562,5.288253035192234,4.939647767160913,6.707652739053005,5.795790662172785,4.5099915722714226
French Polynesia,PYF,"Unemployment, total (% of total labor force) (modeled ILO estimate)",12.146,12.03,11.886,11.776,11.699,11.554,11.553,11.536,12.879,12.492,11.911
Qatar,QAT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",0.48,0.28,0.2,0.17,0.15,0.14,0.11,0.1,0.14,0.14,0.13
Romania,ROU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",6.794,7.096,6.802,6.812,5.901,4.927,4.187,3.912,5.035,5.59,5.614
Russian Federation,RUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",5.436,5.458,5.16,5.571,5.559,5.212,4.846,4.496,5.589,4.715,3.867
Rwanda,RWA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",11.72,11.802,11.858,11.849,11.805,11.875,10.759,11.236,11.829,15.793,15.085
South Asia,SAS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",7.279204111336866,7.188626615918322,7.000817099208066,7.109827098801065,6.915975834507504,6.9548034894729165,7.008804790118831,6.233832315028006,7.5500488518079525,6.445897193331812,5.1452894788775385
Saudi Arabia,SAU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",5.622,5.6,5.877,5.6,5.6,5.89,6.029,5.636,7.45,6.621,5.589
Sudan,SDN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",17.068,16.414,15.558,14.512,13.812,13.206,12.605,12.014,12.368,11.466,7.53
Senegal,SEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.887,4.989,5.842,6.757,4.455,4.078,3.567,2.863,3.405,3.368,2.968
Singapore,SGP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.72,3.86,3.74,3.79,4.08,4.2,3.613,3.1,4.1,4.64,3.591
Solomon Islands,SLB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",0.987,0.694,0.728,0.735,0.735,0.727,0.723,0.746,0.852,0.866,1.579
Sierra Leone,SLE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.56,4.538,4.678,4.621,4.312,3.848,3.193,3.204,3.485,3.516,3.194
El Salvador,SLV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.843,3.693,4.154,3.998,4.418,4.385,4.006,4.17,5.008,4.327,2.999
San Marino,SMR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",,,,,,,,,,,
Somalia,SOM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",19.078,18.995,18.847,18.444,18.372,18.545,18.783,18.828,19.35,19.553,19.128
Serbia,SRB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",24.0,22.154,19.223,17.66,15.257,13.477,12.733,10.395,9.011,10.061,8.684
Sub-Saharan Africa (excluding high income),SSA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",5.841356033420648,5.664108908153858,5.713426340206344,5.887821304133793,5.9571706869360606,6.0446244692085,6.0175402017133575,6.138556709568401,6.566972842138063,6.696819298753944,6.078219169897398
South Sudan,SSD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",12.754,12.578,12.462,12.355,12.876,13.079,12.918,12.642,14.204,13.868,12.395
Sub-Saharan Africa,SSF,"Unemployment, total (% of total labor force) (modeled ILO estimate)",5.8413560334206505,5.6641089081538585,5.713426340206343,5.887821304133793,5.957170686936059,6.044624469208499,6.0175402017133575,6.138556709568401,6.566972842138062,6.696819298753945,6.078219169897397
Small states,SST,"Unemployment, total (% of total labor force) (modeled ILO estimate)",9.100661897718178,9.298330108026226,9.059536392548187,8.672278467701288,8.438230325205351,8.092522058074566,7.854575437997608,7.589614733535397,9.092816530217,8.682239215149574,8.111590545880727
Sao Tome and Principe,STP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",13.59,13.711,13.619,13.598,13.65,13.811,13.878,13.998,15.183,15.042,14.115
Suriname,SUR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",8.1,6.6,6.94,7.22,7.917,7.883,7.685,7.545,8.726,8.459,8.232
Slovak Republic,SVK,"Unemployment, total (% of total labor force) (modeled ILO estimate)",13.966,14.227,11.537,11.492,9.679,8.142,6.544,5.761,6.719,6.894,6.143
Slovenia,SVN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",8.852,10.116,9.692,8.975,8.007,6.573,5.116,4.448,4.974,4.747,4.013
Sweden,SWE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",7.976,8.052,7.954,7.432,6.99,6.718,6.365,6.833,8.291,8.722,7.392
Eswatini,SWZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",25.118,24.435,23.817,23.279,22.718,24.83,26.983,29.049,34.232,35.707,37.852
Sint Maarten (Dutch part),SXM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",,,,,,,,,,,
Seychelles,SYC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",,,,,,,,,,,
Syrian Arab Republic,SYR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",13.8,14.479,14.768,14.29,13.867,13.67,13.554,13.393,15.176,14.796,13.813
Turks and Caicos Islands,TCA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",,,,,,,,,,,
Chad,TCD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",0.893,0.942,0.926,0.968,1.044,1.116,1.135,1.081,1.693,1.511,1.104
East Asia & Pacific (IDA & IBRD countries),TEA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.063777887768746,4.0646887505460585,4.0617329395738455,4.13748670573712,4.0534053880313525,3.9319326886643466,3.8227222566522956,3.913821349346954,4.387127362437038,4.142495787768356,4.2578627099005
Europe & Central Asia (IDA & IBRD countries),TEC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",7.570320125950806,7.627701050870777,7.56199681085316,7.5374814196840365,7.370616247925124,7.024139371709803,6.574289407505909,6.621522357659954,7.117403390868756,6.7278540306834005,5.594767124586693
Togo,TGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.028,2.083,2.142,2.204,2.963,3.744,2.903,2.056,2.211,2.285,2.065
Thailand,THA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",0.58,0.249,0.576,0.597,0.688,0.83,0.766,0.716,1.099,1.215,0.94
Tajikistan,TJK,"Unemployment, total (% of total labor force) (modeled ILO estimate)",9.519,8.86,8.206,7.554,6.9,6.9,6.898,6.898,7.176,7.253,6.981
Turkmenistan,TKM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.997,3.999,4.011,4.023,4.034,4.045,4.051,4.055,4.489,4.452,4.121
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",6.442018602443994,6.398818433052974,6.210574324970641,6.740078361740359,7.838858313716411,8.152074114166837,8.057970239481905,8.133460188194475,10.368926196110666,9.301457639008511,7.002290026952194
Timor-Leste,TLS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.767,4.011,4.228,4.45,4.657,4.212,3.732,3.129,2.792,2.344,1.537
Middle East & North Africa (IDA & IBRD countries),TMN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",11.95601104013474,11.690133075837371,11.827367837085681,12.259945174619931,12.401034547551275,12.58401052279819,12.118390151057175,11.350057798417492,11.909414658288712,11.541943103677783,11.027003729722143
Tonga,TON,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1.647,1.758,1.924,2.028,2.048,2.132,2.248,2.164,2.675,2.111,2.354
South Asia (IDA & IBRD),TSA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",7.279204111336866,7.188626615918324,7.0008170992080645,7.109827098801065,6.915975834507505,6.954803489472916,7.008804790118831,6.233832315028006,7.550048851807954,6.445897193331814,5.1452894788775385
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",5.84135603342065,5.664108908153858,5.713426340206345,5.887821304133793,5.957170686936057,6.044624469208499,6.017540201713357,6.138556709568401,6.566972842138064,6.696819298753944,6.078219169897397
Trinidad and Tobago,TTO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.718,2.683,2.477,2.428,3.207,3.385,3.49,3.523,4.206,4.446,4.383
Tunisia,TUN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",17.63,15.934,14.259,15.159,15.557,15.33,15.459,17.153,17.576,16.505,15.301
Turkiye,TUR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",9.21,9.713,9.901,10.304,10.899,10.919,10.956,13.73,13.148,11.969,10.432
Tuvalu,TUV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",,,,,,,,,,,
Tanzania,TZA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.223,2.93,2.125,2.162,2.237,2.313,2.409,2.518,2.781,2.806,2.609
Uganda,UGA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.551,1.91,2.404,2.788,3.167,3.643,3.42,3.185,3.914,3.422,2.93
Ukraine,UKR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",7.529,7.17,9.27,9.14,9.35,9.5,8.799,8.194,9.475,9.834,
Upper middle income,UMC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",5.557825625689245,5.517883061310037,5.534281174473387,5.7542040918896245,5.987708915199905,5.98707050154594,5.914726418490457,6.03939956872472,6.707849486211371,6.316159640008202,5.939225772484818
Uruguay,URY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",6.451,6.444,6.547,7.488,7.841,7.89,8.336,8.734,10.33,9.301,7.877
United States,USA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",8.069,7.375,6.168,5.28,4.869,4.355,3.896,3.669,8.055,5.349,3.65
Uzbekistan,UZB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.87,4.86,5.09,5.15,5.16,5.83,5.391,4.945,5.293,5.345,4.535
St. Vincent and the Grenadines,VCT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",19.846,19.347,19.229,19.121,19.01,18.988,18.968,19.22,20.563,20.279,19.51
"Venezuela, RB",VEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",6.601,7.54,6.821,6.138,5.319,5.045,5.463,5.887,7.53,7.027,5.747
British Virgin Islands,VGB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",,,,,,,,,,,
Virgin Islands (U.S.),VIR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",11.84,12.274,12.36,12.146,12.247,11.955,12.137,12.259,14.836,13.932,12.669
Viet Nam,VNM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1.027,1.316,1.256,1.849,1.848,1.874,1.161,1.681,2.103,2.385,1.535
Vanuatu,VUT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.949,5.057,5.15,5.255,5.262,5.288,5.326,5.445,4.046,4.734,5.171
World,WLD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",6.2282727979959525,6.167133899400997,6.016228572718611,6.048849020243364,6.010331345046845,5.9161414199920515,5.756397903222194,5.582980104376296,6.585287531430707,6.033761292292787,5.264615972883184
Samoa,WSM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",8.752,8.772,8.72,8.9,9.062,9.4,9.512,9.601,10.214,10.368,9.923
Kosovo,XKX,"Unemployment, total (% of total labor force) (modeled ILO estimate)",,,,,,,,,,,
"Yemen, Rep.",YEM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",13.44,13.638,13.467,17.9,18.382,18.564,17.644,17.303,17.972,18.248,17.515
South Africa,ZAF,"Unemployment, total (% of total labor force) (modeled ILO estimate)",21.786,22.038,22.606,22.869,24.023,23.992,24.218,25.538,24.339,28.77,28.838
Zambia,ZMB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",7.85,8.042,8.131,8.316,8.418,8.518,5.031,5.539,6.032,5.195,5.993
Zimbabwe,ZWE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",5.057,4.944,4.774,5.383,5.893,6.347,6.792,7.373,8.621,9.54,10.087
