Country Name,Year,Fixed broadband subscriptions,Fixed telephone subscriptions,GDP,Individuals using the Internet,Unemployment
Middle East & North Africa,2014,0.05274599803185121,58985880.0,3627618410020.6787,0.40079562573797345,0.10276984250471077
Mexico,2014,0.109742088,18559692.0,1364507717614.1343,0.4439,0.04819
Marshall Islands,2014,0.027211963739999998,2361.0,185446395.87402302,0.168,
Middle income,2014,0.06414785760133405,528152060.0,25680744767168.285,0.3077740738892004,0.05826188203080185
North Macedonia,2014,0.1681924257,383590.0,11362265252.777998,0.6806,0.28215
Mali,2014,,154417.0,14364937124.072668,0.07,0.01492
Malta,2014,0.33947822889999996,230361.0,11625848974.805069,0.7317,0.057370000000000004
Myanmar,2014,,526792.0,65531374199.66632,0.07400000000000001,0.00749
Middle East & North Africa (excluding high income),2014,0.04493280013947707,51654014.0,1625989413800.0613,0.3476315278058771,0.11909549015623147
Montenegro,2014,0.16374583399999998,164671.0,4593853290.963004,0.61,0.18053999999999998
Mongolia,2014,0.06795006103000001,228327.0,12226514668.062176,0.19942447430000002,0.04798
Northern Mariana Islands,2014,,22400.0,832000000.0,,
Mozambique,2014,0.0014203855900000002,86856.0,17978246586.066242,0.06,0.033780000000000004
Mauritania,2014,0.00208161275,51432.0,6592537781.815179,0.11800000000000001,0.1003
Mauritius,2014,0.1408545537,372200.0,13074129952.053152,0.4480327537,0.07467
Malawi,2014,0.00051954228,18963.0,8801326169.14547,0.0583,0.04966
Malaysia,2014,0.10001156950000001,4410200.0,338066095097.2544,0.6366542588,0.0288
North America,2014,0.30884513525202706,144927834.0,19420301866439.94,0.7440256842296685,0.06261482663204966
Namibia,2014,0.018373598589999998,182593.0,12435430969.630136,0.1484,0.18521
New Caledonia,2014,0.20762256140000002,88500.0,10635035594.752802,0.7,0.1459
Niger,2014,0.00154625121,105300.0,10862943543.541925,0.012486756889999999,0.00524
Nigeria,2014,8.774716e-05,183290.0,574183763411.5076,0.21,0.03903
Nicaragua,2014,0.01794408341,339629.0,11880434070.78112,0.17600000000000002,0.0452
Netherlands,2014,0.4040914987,6946000.0,892167986713.7224,0.9166666600000001,0.07416
Norway,2014,0.3848108691,1080869.0,501736471832.84814,0.963,0.03484
Nepal,2014,0.00912537443,837266.0,22731612922.190636,0.15439999999999998,0.10647000000000001
Nauru,2014,,0.0,99149244.4001333,,
New Zealand,2014,0.3123480488,1850000.0,201337554959.48953,0.84,0.05428
OECD members,2014,0.2747259829507721,510807704.0,50386906873870.51,0.7313527037684721,0.07401891510066783
Oman,2014,0.043966120889999995,375196.0,92699089726.91808,0.7021999999999999,0.034300000000000004
Other small states,2014,0.12712334349957083,2276228.0,167893016317.08853,0.49492280819248785,0.09288351082606161
Pakistan,2014,0.00964546601,4897814.0,271390474857.63217,0.1,0.018269999999999998
Panama,2014,0.07973298649,588397.0,49921400000.0,0.44920000000000004,0.04415
Peru,2014,0.05821505741,3032556.0,200786250582.94272,0.402,0.032080000000000004
Philippines,2014,0.02862071796,3093236.0,297483555344.8018,0.34700000000000003,0.036000000000000004
Palau,2014,0.06237356709,7125.0,245731216.430664,,
Papua New Guinea,2014,0.00155951812,145100.0,23210823987.30796,0.065,0.02524
Poland,2014,0.187493598,9731940.0,539080475073.71906,0.6659999999999999,0.08990000000000001
Pre-demographic dividend,2014,0.0011840616591470043,6663616.0,1535536224140.6763,0.10905244572819156,0.050136746413897156
Puerto Rico,2014,0.1714416533,823527.0,102445800000.0,0.69,0.139
"Korea, Dem. People's Rep.",2014,,1180000.0,,,0.02883
Portugal,2014,0.2745651289,4588563.0,229901964221.88428,0.6459,0.13897
Paraguay,2014,0.03039459532,371902.0,40377929295.64187,0.43,0.050339999999999996
West Bank and Gaza,2014,0.05309577051,403118.0,13989700000.0,0.5367000000000001,0.20527
Pacific island small states,2014,0.011976433038867163,132791.0,9290027187.464344,0.24638298602251096,0.03461038667644658
Post-demographic dividend,2014,0.3069099546256641,478579876.0,47207349839752.06,0.7736962892687832,0.07441202659534119
French Polynesia,2014,0.17159238699999999,60945.0,6151996560.842894,0.6068,0.11886
Qatar,2014,0.10181786649999999,417589.0,206224598571.42856,0.9148999999999999,0.002
Romania,2014,0.20086126929999998,4560000.0,199713780259.3176,0.5408,0.06802
Russian Federation,2014,0.1724714162,38212576.0,2059241589895.015,0.7051999999999999,0.0516
Rwanda,2014,0.00025658726,49612.0,8238966247.180328,0.106,0.11858
South Asia,2014,0.012380845968121262,36567517.0,2614915526247.902,0.12830550709465136,0.07000817099208066
Saudi Arabia,2014,,,766605866666.6666,0.6471365737000001,0.058769999999999996
Sudan,2014,0.00055835645,415106.0,49516748617.97752,,0.15558
Senegal,2014,0.00739869157,311945.0,19797253440.267914,0.177,0.05842
Singapore,2014,0.2646081089,1996700.0,314863580758.45465,0.821,0.0374
Solomon Islands,2014,0.00223477341,7525.0,1335571420.7267592,0.09,0.00728
Sierra Leone,2014,,16500.0,5015180725.341599,0.06057298984,0.04678
El Salvador,2014,0.051358992619999995,953773.0,22593470000.0,0.2476171215,0.04154
San Marino,2014,0.3504148073,18600.0,1673910988.24105,,
Somalia,2014,0.0052595059,57200.0,6537360532.643586,0.0163,0.18847000000000003
Serbia,2014,0.1674180777,2856134.0,47062202418.88643,0.6207508046,0.19222999999999998
Sub-Saharan Africa (excluding high income),2014,0.003783516340916234,10620754.0,1872887522796.946,0.1336505417961024,0.05713426340206344
South Sudan,2014,8.91799e-06,0.0,13962212847.457626,0.026000000000000002,0.12462
Sub-Saharan Africa,2014,0.0037955495077169293,10641962.0,1874275100667.0278,0.13368985426335533,0.05713426340206343
Small states,2014,0.11062682098259749,3077559.0,210645325825.07675,0.4615379457538038,0.09059536392548187
Sao Tome and Principe,2014,0.00556970486,6800.0,293119143.24682474,0.2441,0.13619
Suriname,2014,0.08144894871,84900.0,5240606060.606061,0.4008,0.0694
Slovak Republic,2014,0.2197990283,918662.0,101437045019.90082,0.7998000000000001,0.11537000000000001
Slovenia,2014,0.2678733655,769682.0,49997186439.09159,0.7159,0.09692
Sweden,2014,0.3366407086,3778569.0,581964017237.0946,0.9251999999999999,0.07954
Eswatini,2014,0.00452985038,44400.0,4422986271.747672,0.25,0.23817
Sint Maarten (Dutch part),2014,,,1361811508.3798883,,
Seychelles,2014,0.120682442,21208.0,1387577870.0816104,0.5125470199,
Syrian Arab Republic,2014,0.02496952008,3629047.0,21502061462.21215,0.2809,0.14768
Turks and Caicos Islands,2014,,4100.0,841070000.0,,
Chad,2014,0.00073964421,23580.0,13940767218.584887,0.028999999999999998,0.009260000000000001
East Asia & Pacific (IDA & IBRD countries),2014,0.11241115936816913,297892118.0,12784467992142.229,0.4117134736742786,0.040617329395738457
Europe & Central Asia (IDA & IBRD countries),2014,0.14029102031744067,100937332.0,4644397266377.622,0.5755975306892178,0.07561996810853161
Togo,2014,0.00173015057,53311.0,6393318261.860072,0.057,0.021419999999999998
Thailand,2014,0.07775767116,5690000.0,407339040197.65125,0.3489,0.0057599999999999995
Tajikistan,2014,0.00073261411,440700.0,9112605459.328451,0.17489999999999997,0.08206
Turkmenistan,2014,0.00040613425000000003,624400.0,43524210526.31579,0.122,0.04011
Latin America & the Caribbean (IDA & IBRD countries),2014,0.10144917564705525,106094783.0,6270841236825.201,0.4903645018307436,0.062105743249706406
Timor-Leste,2014,0.0008676350200000001,3557.0,1447535200.0,0.175,0.04228
Middle East & North Africa (IDA & IBRD countries),2014,0.04482317910577808,51250896.0,1611999713800.0613,0.34534706671613863,0.11827367837085681
Tonga,2014,0.01688143605,12000.0,439877614.41920644,0.35954441449999996,0.01924
South Asia (IDA & IBRD),2014,0.012380845968121262,36567517.0,2614915526247.902,0.12830550709465138,0.07000817099208065
Sub-Saharan Africa (IDA & IBRD countries),2014,0.0037955495077169293,10641962.0,1874275100667.028,0.13368985426335533,0.05713426340206345
Trinidad and Tobago,2014,0.171030999,288922.0,29699968760.72777,0.624,0.02477
Tunisia,2014,0.04965802627,949395.0,50271812920.612015,0.46159999999999995,0.14259
Turkiye,2014,0.113508201,12528865.0,938934609296.9657,0.5104,0.09901
Tuvalu,2014,0.041288191579999994,1500.0,38760982.65400955,0.24100000000000002,
Tanzania,2014,0.00166487742,151274.0,49986726460.68049,0.07,0.02125
Uganda,2014,0.00151907694,324442.0,32612397257.44579,0.054000000000000006,0.02404
Ukraine,2014,0.0930621027,10461083.0,133503871861.7233,0.4623597546,0.09269999999999999
Upper middle income,2014,0.11347446516306886,459539624.0,20590348415303.81,0.44281040525806964,0.05534281174473387
Uruguay,2014,0.2477431419,1082903.0,61496186973.90199,0.6146,0.06547
United States,2014,0.3037257275,128495000.0,17608138000000.0,0.73,0.06168
Uzbekistan,2014,0.02694723099,2507711.0,80845385809.45294,0.355,0.0509
St. Vincent and the Grenadines,2014,0.1376459144,23903.0,770899999.9999999,0.474,0.19229
"Venezuela, RB",2014,0.07949069292,7808524.0,482359318767.7031,0.57,0.06820999999999999
British Virgin Islands,2014,0.2206689448,11849.0,,,
Virgin Islands (U.S.),2014,0.08802220867999999,76100.0,3565000000.0,0.5007,0.12359999999999999
Viet Nam,2014,0.06576964818,6725329.0,233451469642.51938,0.41,0.01256
Vanuatu,2014,0.016926798729999998,5727.0,772315983.8184297,0.188,0.051500000000000004
World,2014,0.10137671957026029,1091282708.0,79894385759929.22,0.3788078096603534,0.06016228572718611
Samoa,2014,0.010017000650000002,11778.0,796683519.593842,0.212,0.0872
Kosovo,2014,,,7074394734.884315,,
"Yemen, Rep.",2014,0.01225079364,1168600.0,43228585321.327194,0.2255,0.13467
South Africa,2014,0.031177178849999997,3647770.0,381198869776.10565,0.49,0.22606
Zambia,2014,0.00130393124,114420.0,27141023558.08286,0.065,0.08131000000000001
Zimbabwe,2014,0.01098706075,329475.0,19495519600.0,0.16364739960000002,0.04774
Aruba,2015,0.18224195980000002,35000.0,2962907262.5698323,0.8866122693,
Africa Eastern and Southern,2015,0.00514450660064243,7689663.0,899295676086.8356,0.14485849153453081,0.0688031174359159
Afghanistan,2015,0.00020937088999999998,110000.0,19134221644.732494,0.08259999999999999,0.09011
Africa Western and Central,2015,0.0014278349385649204,2943790.0,769367317617.821,0.18109485042771634,0.04204561557938083
Angola,2015,0.0054597740100000005,284925.0,90496420506.59566,0.22,0.16491
Albania,2015,0.08425730621,226718.0,11386853113.0189,0.569,0.17193000000000003
Andorra,2015,0.4278147911,38850.0,2789881258.503616,0.879,
Arab World,2015,0.049857035883221296,30118416.0,2544136348540.1816,0.4138161705352442,0.11070452894507284
United Arab Emirates,2015,0.13843904699999998,2258646.0,370275469571.13684,0.905,0.017920000000000002
Argentina,2015,0.1584905726,10073125.0,594749285413.2124,0.6804306411000001,0.0758
Armenia,2015,0.09946484309,551366.0,10553337518.414,0.5910083377,0.12468
American Samoa,2015,,10000.0,673000000.0,,
Antigua and Barbuda,2015,0.1111852346,20000.0,1437755555.5555553,0.7,
Australia,2015,0.28664703410000003,8500000.0,1351768945139.1135,0.8456051491,0.06055
Austria,2015,0.2841217756,3609900.0,381971148530.5428,0.8394014193,0.058019999999999995
Azerbaijan,2015,0.19257462879999998,1796027.0,53076235354.74602,0.77,0.0496
Burundi,2015,0.00025831656,21774.0,3104003546.264973,0.02,0.01444
Belgium,2015,0.36637069910000003,4488711.0,462335574841.48413,0.8505294175,0.08481999999999999
Benin,2015,0.006701220839999999,194666.0,11388160996.773783,0.1125498791,0.01855
Burkina Faso,2015,0.00049973237,75075.0,11832159315.62978,0.0655,0.04468
Bangladesh,2015,0.03100133055,864263.0,195146607942.29083,0.129,0.04382
Bulgaria,2015,0.2208899841,1654879.0,50811995688.67711,0.5665625161,0.09143000000000001
Bahrain,2015,0.1857669758,280115.0,31125851063.82979,0.934783008,0.011659999999999998
"Bahamas, The",2015,0.20631121119999998,120925.0,11671900000.0,0.78,0.12
Bosnia and Herzegovina,2015,0.1801727083,785755.0,16404348871.443703,0.526,0.27695000000000003
Belarus,2015,0.2993107958,4540676.0,56454889146.60878,0.6223036091,0.05881
Belize,2015,0.04829230474,23603.0,2194709309.242045,0.41590000000000005,0.07578
Bermuda,2015,0.47510452299999995,12000.0,6654541000.0,0.9832360965,
Bolivia,2015,0.016316464989999998,881235.0,33000198248.914616,0.3749,0.031110000000000002
Brazil,2015,0.1241907545,43677141.0,1802212206904.6777,0.5832795173,0.08538
Barbados,2015,0.2814591327,149532.0,4738650450.0,0.7611,0.09803
Brunei Darussalam,2015,0.08168480698,76002.0,12930291487.95813,0.7120000000000001,0.07694
Bhutan,2015,0.03750164811,21811.0,2154921010.655577,0.39799999999999996,0.0245
Botswana,2015,0.01598362291,160490.0,13530748844.504961,0.3731205037,0.18939
Central African Republic,2015,0.00038553052999999997,1881.0,1695825714.1928205,0.028999999999999998,0.058710000000000005
Canada,2015,0.3670471777,15612271.0,1556508816217.1401,0.9,0.06945
Central Europe and the Baltics,2015,0.22429140982281465,24381093.0,1293623329358.516,0.6734296713499625,0.07822656643665438
Switzerland,2015,0.4468344303,4140000.0,694118186379.6278,0.874790556,0.048010000000000004
Channel Islands,2015,,,,,0.07901
Chile,2015,0.15217795909999998,3445880.0,242450355827.82703,0.7662959195000001,0.06605
China,2015,0.1987823271,230996000.0,11061572618578.693,0.503,0.04650000000000001
Cote d'Ivoire,2015,0.00464924372,277248.0,45815005169.26511,0.16699999999999998,0.02574
Cameroon,2015,0.0008885114700000001,1050281.0,32210233021.404896,0.183,0.0352
"Congo, Dem. Rep.",2015,1.271344e-05,0.0,37917706497.17928,0.03799999507,0.04456
"Congo, Rep.",2015,,17000.0,12434793867.722769,0.07615974662,0.20199999999999999
Colombia,2015,0.1172706897,7109254.0,293492370193.1657,0.5590497251,0.08571999999999999
Comoros,2015,0.00219113249,14599.0,966029600.8622274,0.07459161386,0.04972000000000001
Cabo Verde,2015,0.030005469370000003,63584.0,1749857620.3532875,0.4268301416,0.11904999999999999
Costa Rica,2015,0.11412224359999999,859514.0,56441920821.08063,0.5976295014,0.08414999999999999
Caribbean small states,2015,0.13122045644731975,687139.0,34538256117.68588,0.5154133935347539,0.11578944534035646
Cuba,2015,0.00071931889,1295857.0,87132800000.0,0.37305097420000005,0.024
Curacao,2015,0.2358880004,62571.0,3058779217.8770947,,
Cayman Islands,2015,0.4495575512,33534.0,4708167255.287269,0.77,
Cyprus,2015,0.3072497937,323707.0,19909269064.12042,0.7171574092,0.15026
Czechia,2015,0.27999644230000004,1906594.0,188033050459.8811,0.756688387,0.05048
Germany,2015,0.3741467284,45350000.0,3357585719351.5605,0.8758979935000001,0.046239999999999996
Djibouti,2015,0.02401469204,22902.0,2424391785.4389744,0.22899999999999998,0.26095
Dominica,2015,0.2165385824,20585.0,540737037.037037,0.65,
Denmark,2015,0.4235731611,1519712.0,302673070846.85724,0.9633050162000001,0.06278
Dominican Republic,2015,0.06593485269,1304968.0,71164826836.5281,0.5421576634,0.07605
Algeria,2015,0.05738915009,3267592.0,187493855609.34464,0.382,0.11205999999999999
East Asia & Pacific (excluding high income),2015,0.14779805026697562,265163187.0,13323235973753.027,0.44118877014527264,0.04120813186725233
Early-demographic dividend,2015,0.031011853540630914,172081320.0,10237020101449.318,0.24419889334729214,0.06864071257501943
East Asia & Pacific,2015,0.16566395028372,388833464.0,21995274219766.67,0.4886241685290493,0.040890768051053586
Europe & Central Asia (excluding high income),2015,0.11704177602835188,42432654.0,1507646946545.9277,0.5163395369109728,0.08846346857160199
Europe & Central Asia,2015,0.24824978502822842,297989108.0,20481460301210.535,0.698809310797798,0.08506526767563204
Ecuador,2015,0.09184990129,2512657.0,97209558000.0,0.4894043379,0.03616
"Egypt, Arab Rep.",2015,0.039155354569999995,6235133.0,329366576819.407,0.37819383430000003,0.13052
Euro area,2015,0.33583393925078553,156557565.0,11727106023830.518,0.7740036824262444,0.10890155505658695
Eritrea,2015,0.00014970033000000002,66000.0,,0.010837331160000001,0.05793
Spain,2015,0.2916759546,19373709.0,1196156971279.6868,0.7868963187,0.22058
Estonia,2015,0.29686450529999997,387607.0,22890762090.15077,0.884097035,0.06412
Ethiopia,2015,0.00466469362,890642.0,64589328550.5953,0.1385517556,0.0245
European Union,2015,0.3145093034817458,181611291.0,13553897260141.033,0.7565872018930864,0.1002022845282459
Fragile and conflict affected situations,2015,0.012127319916876092,30075549.0,1617323277101.47,0.18392262720133115,0.05561565469369999
Finland,2015,0.3157056871,537200.0,234534382384.7655,0.8642213333,0.09376
Fiji,2015,0.01388355866,72565.0,4682479893.975582,0.425,0.04292
France,2015,0.42104838209999995,38929000.0,2439188643162.4985,0.7800603771,0.10354
Faroe Islands,2015,0.3644706654,20083.0,2573905971.054594,0.9420000000000001,
"Micronesia, Fed. Sts.",2015,0.02993732985,6808.0,316489900.0,0.3150108128,
Gabon,2015,0.00546310433,18758.0,14383107762.695183,0.4578453653,0.19994
United Kingdom,2015,0.37812724400000003,33211498.0,2927911140916.7314,0.9200029987,0.05301
Georgia,2015,0.1685552243,950167.0,15223796148.83962,0.47569759640000003,0.16506
Ghana,2015,0.00253306621,275570.0,49406010054.266335,0.23,0.06806
Gibraltar,2015,0.47899754,,,,
Guinea,2015,8.601411999999999e-05,0.0,8794202394.290764,0.092,0.05251
"Gambia, The",2015,0.00158579117,45000.0,1378176608.9320412,0.17600000000000002,0.07271
Guinea-Bissau,2015,0.0005875056399999999,0.0,1152384166.796375,0.061,0.032240000000000005
Equatorial Guinea,2015,0.00282039803,11334.0,13185496881.017399,0.213199999,0.08178
Greece,2015,0.31823339,5260560.0,195683527003.3745,0.6683495949,0.24981
Grenada,2015,0.16605311820000002,27034.0,997007407.4074073,0.525,
Greenland,2015,0.1789100798,16000.0,2499113022.8167543,0.6760044347999999,
Guatemala,2015,0.02873844916,1718851.0,62186064718.742386,0.28805941560000003,0.02506
Guam,2015,,68000.0,5799000000.0,0.7313999995,0.069
Guyana,2015,0.0711056897,154057.0,4279840193.7046003,0.34,0.13273
High income,2015,0.2963640869124924,537966901.0,49773105280474.164,0.7826355126551896,0.06575993247564921
"Hong Kong SAR, China",2015,0.3172816756,4331725.0,309385622601.3481,0.8494835296,0.03314
Honduras,2015,0.021236093669999997,497072.0,20979791685.416042,0.271,0.061470000000000004
Heavily indebted poor countries (HIPC),2015,0.0027619527465241388,6691609.0,667302120360.8033,0.1042750529984885,0.04536514043706116
Croatia,2015,0.2317879861,1476506.0,51011170111.84869,0.6984503592,0.16175
Haiti,2015,0.00012760612,5692.0,14849629308.602478,0.142,0.13745
Hungary,2015,0.27618103,3094228.0,125174166987.37169,0.7283473703,0.06813
IBRD only,2015,0.10081151158438541,537249680.0,25838353087075.67,0.3918196222712394,0.06339557593381005
IDA & IBRD total,2015,0.07751534234280244,562917447.0,27987288576613.12,0.3299828514561577,0.059481257784547624
IDA total,2015,0.008458375850279871,25667767.0,2147696040031.4497,0.14207927822907063,0.04484489496529613
IDA blend,2015,0.007769096559614835,8490675.0,1054056007822.3798,0.18806238446080425,0.040653188905780374
Indonesia,2015,0.015372919510000001,10378037.0,860854232686.2139,0.220627426,0.04514
IDA only,2015,0.00880508759822137,17177092.0,1093640032209.0707,0.11801172875077226,0.04678125368373989
Isle of Man,2015,,,7084800892.222841,,
India,2015,0.01280760374,25520000.0,2103588360044.3894,0.149,0.07894
Not classified,2015,,,,,
Ireland,2015,0.2806545986,1932059.0,292364226871.7561,0.8349479167,0.09908
"Iran, Islamic Rep.",2015,0.08079953597999999,30418973.0,408212917874.9643,0.4533497615,0.11166000000000001
Iraq,2015,,1997000.0,166774104959.10168,0.152,0.10837999999999999
Iceland,2015,0.3758714432,168149.0,17517210519.091156,0.982,0.03979
Israel,2015,0.27136116909999997,3412000.0,303414276832.04004,0.7735208966,0.05176
Italy,2015,0.2473759277,20209324.0,1836637711060.546,0.5814173496,0.11896000000000001
Jamaica,2015,0.08190895935,252849.0,14188936918.003582,0.4222122119,0.08824
Jordan,2015,0.03262249577,368938.0,38587017887.323944,0.5422,0.13075
Japan,2015,0.30547971700000004,63705579.0,4444930651964.18,0.9105802839,0.03385
Kazakhstan,2015,0.1290094046,4147800.0,184388404706.04178,0.7082993360000001,0.0493
Kenya,2015,0.0028837291100000002,85496.0,70120446896.8359,0.1658785485,0.02763
Kyrgyz Republic,2015,0.03576022235,408037.0,6678177511.663131,0.3024704278,0.033460000000000004
Cambodia,2015,0.00541617483,256387.0,18049954289.472065,0.18,0.00393
Kiribati,2015,0.00100251056,1477.0,191572320.42912197,0.149,
St. Kitts and Nevis,2015,0.34266582970000004,19748.0,957222222.2222222,0.757,
"Korea, Rep.",2015,0.39267877660000006,28882783.0,1466038936206.4277,0.898962558,0.03546
Kuwait,2015,0.014071019760000001,480000.0,114585555830.91621,0.82,0.022000000000000002
Latin America & Caribbean (excluding high income),2015,0.10599656357980279,95136636.0,4634564315170.454,0.5335812920762047,0.0670202119320166
Lao PDR,2015,0.00214367199,962497.0,14426380125.648829,0.182,0.02491
Lebanon,2015,,1012849.0,49929337836.81592,0.74,0.09269999999999999
Liberia,2015,0.00151767144,9000.0,3227075700.0,0.1,0.02553
Libya,2015,0.00985104732,1063265.0,48717501321.30524,,0.19649
St. Lucia,2015,0.16185807100000002,34874.0,1807640740.7407405,0.573,0.20851
Latin America & Caribbean,2015,0.1079254838668092,109860578.0,5418289197382.295,0.5440198982686429,0.066871667035049
Least developed countries: UN classification,2015,0.007550909260434756,8134395.0,920864864683.3087,0.10709993641669857,0.048941097700974726
Low income,2015,0.003691304785018579,8215126.0,416120726145.3175,0.09070028268876223,0.04897413841268238
Liechtenstein,2015,0.4201847142,17336.0,6268515276.174405,0.966411951,
Sri Lanka,2015,0.02933523403,3287676.0,85140955388.85092,0.15259999999999999,0.04519
Lower middle income,2015,0.016496888109351147,66662253.0,5083698600746.065,0.1941911964495031,0.06334385948907534
Low & middle income,2015,0.07284689069137747,500195846.0,25326526306958.895,0.31462086316383336,0.05913213323956878
Lesotho,2015,0.0009733210000000001,40570.0,2359686724.538286,0.25,0.16222999999999999
Late-demographic dividend,2015,0.17187250480909508,384881793.0,18550881244485.992,0.5337281729160069,0.05098161783154878
Lithuania,2015,0.281161968,561919.0,41435533340.38826,0.7137805901000001,0.09119999999999999
Luxembourg,2015,0.34298780489999997,276900.0,60071584216.13747,0.9637671417,0.06669
Latvia,2015,0.2527682603,356000.0,27263090547.061707,0.7920058292000001,0.09873
"Macao SAR, China",2015,0.2762162347,146138.0,45048190598.32485,0.7760013186000001,0.0181
St. Martin (French part),2015,,,,,
Morocco,2015,0.0331048391,2222370.0,110413823841.59187,0.5707999935,0.0946
Monaco,2015,0.49929270950000004,49085.0,6261649890.82388,0.9336330202,
Moldova,2015,0.1630545422,1202466.0,7797667196.730872,0.431,0.01781
Madagascar,2015,0.0009534458899999999,148635.0,11323020701.301685,0.0417397219,0.017849999999999998
Maldives,2015,0.05320467788,21911.0,4129505319.129205,0.5446195515,0.06612
Middle East & North Africa,2015,0.06788893311477223,63943768.0,3201010427587.39,0.4435475050077792,0.10541031620977995
Mexico,2015,0.12282728799999999,20170913.0,1213294467716.8804,0.5743104299,0.04311
Marshall Islands,2015,0.02023881805,,183222930.908203,0.192824418,
Middle income,2015,0.07989715091102995,491980720.0,24911694910932.094,0.3359968076563235,0.060043393495191874
North Macedonia,2015,0.17287835359999998,371003.0,10064519962.565548,0.7038020308,0.26395
Mali,2015,0.00019317715999999998,169006.0,13104764378.325953,0.1033,0.01406
Malta,2015,0.35745183199999997,230226.0,11091483659.615578,0.7596001898,0.05389
Myanmar,2015,0.00063944201,514920.0,59607290407.61913,0.109,0.00766
Middle East & North Africa (excluding high income),2015,0.048529249966662164,52641056.0,1460582775148.291,0.39053153427935067,0.12367528255749632
Montenegro,2015,0.17728711,154448.0,4054730077.577178,0.6811978600999999,0.17554999999999998
Mongolia,2015,0.07017356275,255634.0,11619892590.694118,0.2250000413,0.04861
Northern Mariana Islands,2015,,22000.0,910000000.0,,
Mozambique,2015,0.00158587378,89292.0,16208985769.614956,0.065,0.03426
Mauritania,2015,0.0024423372199999997,51294.0,6166863896.686766,0.17600000000000002,0.10109
Mauritius,2015,0.1526501504,380000.0,12007291045.648907,0.5013931848,0.0741
Malawi,2015,0.00034565323,14462.0,9219474379.315342,0.06,0.0495
Malaysia,2015,0.0986132952,4489500.0,301355266964.9473,0.7106406781,0.031
North America,2015,0.32007880418509815,140472271.0,19858182357217.14,0.7608973908271572,0.05461802756489347
Namibia,2015,0.03084412171,182507.0,11335161083.506102,0.25687851819999996,0.20799
New Caledonia,2015,0.19563512249999998,77719.0,8738203074.395699,0.7400175279,0.13637
Niger,2015,0.00135074685,110000.0,9683867926.442823,0.024762199749999998,0.005580000000000001
Nigeria,2015,8.526282e-05,187155.0,493026682800.6295,0.245,0.04137
Nicaragua,2015,0.018465696650000002,354017.0,12756706583.311321,0.197042915,0.047
Netherlands,2015,0.4124788959,6951528.0,765572770634.3746,0.9172413792999999,0.06873
Norway,2015,0.3950519001,944510.0,388159512245.53046,0.9681032569,0.042960000000000005
Nepal,2015,0.010963471090000001,846940.0,24360801286.76381,0.1758161801,0.10654999999999999
Nauru,2015,,0.0,84863440.58019969,,
New Zealand,2015,0.3160595915,1850000.0,178104220784.8812,0.852,0.054150000000000004
OECD members,2015,0.2850982065880963,502009381.0,47536673280840.75,0.7567833892276598,0.06852223599042412
Oman,2015,0.05465549095,434932.0,78710793237.97139,0.7353000000000001,0.03392
Other small states,2015,0.12986560252384866,2235113.0,151721848514.7288,0.5302442880732108,0.08889626812667771
Pakistan,2015,0.008499810239999999,3537600.0,299963590534.7735,0.11,0.03566
Panama,2015,0.07989895626,620436.0,54091800000.0,0.5120542498999999,0.0437
Peru,2015,0.06510380044,2911495.0,189802976285.61893,0.4085260091,0.03272
Philippines,2015,0.0281467687,3223787.0,306445871246.7178,0.369,0.03068
Palau,2015,0.06878723165,7204.0,287215972.90039104,,
Papua New Guinea,2015,0.0017276778800000001,150000.0,21723437010.098206,0.079,0.02487
Poland,2015,0.18845533379999999,9053648.0,477111287969.2267,0.6799698716,0.07501000000000001
Pre-demographic dividend,2015,0.0014389545537655674,6178530.0,1305833014908.7717,0.12886872563756943,0.05101920425639722
Puerto Rico,2015,0.2014136478,813106.0,103375500000.0,0.6346633537999999,0.12
"Korea, Dem. People's Rep.",2015,,1180000.0,,,0.02902
Portugal,2015,0.30314093880000004,4682997.0,199394066525.44012,0.6863286148000001,0.12447
Paraguay,2015,0.03482304001,344853.0,36211447840.09714,0.4971630466,0.04556
West Bank and Gaza,2015,0.06060718463,406500.0,13972400000.0,0.5670000000000001,0.23004999999999998
Pacific island small states,2015,0.012007481899702552,126962.0,9082590662.612247,0.2788712357902061,0.03460482006644828
Post-demographic dividend,2015,0.31858684076687516,468515125.0,44669765037594.516,0.786799700498259,0.06867856298787253
French Polynesia,2015,0.1778968905,60693.0,5325846361.811863,0.6456020975,0.11776
Qatar,2015,0.0984745543,459887.0,161739955576.92307,0.9288482645,0.0017000000000000001
Romania,2015,0.214112081,4270000.0,177883883008.74738,0.5576315563,0.06812
Russian Federation,2015,0.1854085073,35553328.0,1363482182197.7053,0.7009924123000001,0.055709999999999996
Rwanda,2015,0.0018144013,16983.0,8543759088.577828,0.125,0.11849
South Asia,2015,0.013863700723797027,34210201.0,2733618963171.586,0.14198749501992453,0.07109827098801065
Saudi Arabia,2015,0.19345302,3746906.0,669484266666.6666,0.696162358,0.055999999999999994
Sudan,2015,0.00073597414,118954.0,51726758676.76768,,0.14512
Senegal,2015,0.00700820135,300219.0,17774766696.175896,0.217,0.06756999999999999
Singapore,2015,0.2630434098,2016100.0,307998545269.39795,0.8320000000000001,0.0379
Solomon Islands,2015,0.00231776189,7438.0,1307909887.5521197,0.1000046498,0.00735
Sierra Leone,2015,,17000.0,4252029353.8219075,0.06344421603,0.04621
